label,thumb_index_dist,index_middle_dist,middle_ring_dist,ring_pinky_dist,thumb_middle_dist,thumb_ring_dist,thumb_pinky_dist,thumb_curl,index_curl,middle_curl,ring_curl,pinky_curl,thumb_y,index_y,middle_y,ring_y,pinky_y,hand_rotation,thumb_angle,palm_tilt,spread_index_ring,spread_thumb_pinky,y_variance
A,0.8869023407089539,0.2478289263737884,0.22381547509340918,0.22089443015468277,1.0993144807911857,1.2539780008038257,1.342923079214705,0.6573631640602806,0.6599824581085171,0.8040299972147846,0.7391058805331138,0.5243521695332668,-0.9174766571506521,-0.2102550672636911,-0.1337986791678034,-0.15291277619177535,-0.2739687240102642,-1.2127713685412058,-0.026309717252922218,-2.187987718335259,0.586373409811428,2.2240797322383825,0.08643338475278071
A,0.7254824540934912,0.1905674539507934,0.20546674785942165,0.17947470138923766,0.8866360824252638,0.9920438321514732,1.1114076866655662,0.518960089697228,0.6356161321950754,0.712098031531226,0.5713781756273599,0.3906273427853693,-0.8435699576012353,-0.30966492114475724,-0.2722915685928038,-0.3577163744258403,-0.42712402916518244,-1.3828245717346834,0.16653435782104234,-2.2662737011570924,0.5630426772970379,2.0655413768940893,0.04297939055329096
A,1.0582877148880896,0.53882266930426,0.4666946390600913,0.5280218264943276,1.5782067534738113,2.0444672563785353,2.5417436756659924,1.295914536966676,1.3343120372472412,1.300092109775182,1.3090977841955236,1.3858102143849709,-2.4951828873273048,-2.2847457763478936,-2.014183776517222,-1.8939339988147013,-1.9390276654531466,-0.8279256980172326,-0.9291582805875441,3.1295450437356074,-0.6831218959315134,-1.4376515221111485,0.052562132851333
A,1.220637674282475,0.5656854249492379,0.4262151905391081,0.6641144742696833,1.7854335400020334,2.1720736474924154,2.458707012775717,1.1631158273996611,0.4440779663242396,0.24369785860407064,0.2524984326986682,0.7798779436468887,-2.074970405428982,-1.4009354329647903,-1.0573097607281436,-1.0044442726917364,-1.4538009210011975,-1.0598467502982862,-0.7359684951553166,-2.918561685218235,-1.8501629365821244,-1.9208070739076593,0.14647336244541484
A,0.9683980644965968,0.3193817730884656,0.26502603111734385,0.29302525005502744,1.28775528701896,1.5264231296579325,1.7170928975649293,0.7221642655345767,0.5438469063506475,0.6967114464558778,0.6667649298651761,0.47241101787672224,-1.2963403222657528,-0.5236871500543769,-0.26613609265058497,-0.15453063444227516,-0.18028574018265434,-1.2924966677897853,-0.41167134343189493,-2.697942378562138,0.7268654055899153,2.556460682513252,0.18194575471698118
A,1.0147192579298931,0.4219004621945797,0.2521630561691219,0.3255764119219941,1.4341884645067182,1.6310140700042182,1.6586242741376425,0.683853180451618,0.6130759079963242,0.9052338238610337,0.8776536116651977,0.5418995962480441,-1.3038140337037176,-0.41522739926869984,-0.07474093186836597,0.0,-0.19930915164897592,-1.37014344947501,-0.43642286972445277,-2.6402270921221227,0.660714151463345,2.5859000361837636,0.22463448275862077
A,0.7224922231199642,0.19584206573976123,0.2180164490808559,0.2881707723121181,0.913872034129009,1.1102335132148267,1.1752433822325048,0.328603179953134,0.9429618536062891,1.059336827319673,1.0178702522296565,0.6595547504399694,-0.6567888329381973,-0.09887143721650282,0.07768470067010937,0.1694938923711477,0.0,-1.37894087646879,0.48972865029155827,-2.559381491083028,0.265825523502901,1.518378924320716,0.08483990024937657
A,0.5284981975632331,1.0029267515454543,0.6283530744787492,0.780804183143119,1.2655924059234214,1.785960574148767,2.470376210355349,1.5227017730518255,2.56689803405616,2.854699694333466,2.6632880896132627,2.2518191879394784,-2.859708207926599,-3.361085621004639,-3.3425160871869335,-3.1382512151921764,-2.803999606473483,-0.5467888408892474,-1.2408492346483417,-3.099065118970009,-0.5718257486275062,-0.9859141624639433,0.05475862068965516
A,0.9854646536301424,0.39760556544946973,0.31175042728513913,0.27427260926126296,1.357052508909047,1.603080588743219,1.7524821351306992,1.084738597512639,0.21655611680148382,0.06514623419844566,0.0804496646426451,0.27830483449242627,-1.648083848398735,-0.9991508330917331,-0.8858450685143201,-0.9270471647242885,-1.08155502551167,-0.9685089806599324,-0.6405130698773299,-2.416523875732038,-2.3865539229290462,-2.065132695902829,0.07726684350132622
A,1.250596833980205,0.43391681234351626,0.6186696246377441,0.6475675681876706,1.5253681462015933,1.944249600979457,2.353014565788589,0.7208815157613371,1.239142850641037,1.288019138103256,1.1217730829727484,0.6940491153660934,0.9436994388148414,1.6252601446255603,1.4417630315226744,1.0747688053169027,0.5504913393086575,2.9570498563991787,2.5849933355795707,-0.5700404636997102,-0.7962866377729106,-2.2945913930311295,0.14320563477065798
